entrezID,gene_symbol,biotype,bioproject,res_design,host_type,stimulator,concentration,H.P.S,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type
11039,GUSBP14,transcribed_pseudogene,PRJNA474093,IFN-beta stimulation vs. mock stimulation,immortalized human hepatocytes PH5CH8,IFN-beta,N.A.,12,1.47116891840523,-0.221824330001545,1.55699709688941,-0.142469327942042,0.886709304967547,0.987149130445153,NA
11039,GUSBP14,transcribed_pseudogene,PRJNA474093,IFN-beta stimulation vs. mock stimulation,immortalized human hepatocytes PH5CH8,IFN-beta,N.A.,12,1.47116891840523,-0.221824330001545,1.55699709688941,-0.142469327942042,0.886709304967547,0.987149130445153,NA
11039,GUSBP14,transcribed_pseudogene,PRJNA565586,IFN-gamma stimulation vs. mock stimulation,NA,IFN-gamma,100U/ml,24,27.5888023227538,0.134052465442296,0.368967058606316,0.363318248378723,0.716367163139629,0.96308222060722,patient-derived GBM cell lines (PDGCLs)
11039,GUSBP14,transcribed_pseudogene,PRJNA565586,IFN-gamma stimulation vs. mock stimulation,NA,IFN-gamma,100U/ml,24,27.5888023227538,0.134052465442296,0.368967058606316,0.363318248378723,0.716367163139629,0.96308222060722,patient-derived GBM cell lines (PDGCLs)
11039,GUSBP14,transcribed_pseudogene,PRJNA667475,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,250U/ml,8,9.45147551942069,0.00185655790740551,0.736621103830651,0.00252037023885259,0.997989037627941,0.999045250786142,A549
11039,GUSBP14,transcribed_pseudogene,PRJNA667475,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,250U/ml,8,9.45147551942069,0.00185655790740551,0.736621103830651,0.00252037023885259,0.997989037627941,0.999045250786142,A549
11039,GUSBP14,transcribed_pseudogene,PRJNA739760,INF-alpha2 stimulation (with DMSO) vs. mock stimulation (with DMSO),NA,IFN-alpha,1000U/ml,16,1.96852536138667,0.211384835805023,1.35657287844759,0.155822690519158,0.87617278464427,0.986418245486816,A549
11039,GUSBP14,transcribed_pseudogene,PRJNA739760,INF-alpha2 stimulation (with DMSO) vs. mock stimulation (with DMSO),NA,IFN-alpha,1000U/ml,16,1.96852536138667,0.211384835805023,1.35657287844759,0.155822690519158,0.87617278464427,0.986418245486816,A549
11039,GUSBP14,transcribed_pseudogene,PRJNA768480,IFN-gamma stimulation vs. mock stimulation,NA,IFN-gamma,N.A.,N.A.,1.73501557369453,-2.24863797688692,2.54849481588439,-0.882339631562713,0.377593170772383,0.693569967946568,A549
11039,GUSBP14,transcribed_pseudogene,PRJNA768480,IFN-gamma stimulation vs. mock stimulation,NA,IFN-gamma,N.A.,N.A.,1.73501557369453,-2.24863797688692,2.54849481588439,-0.882339631562713,0.377593170772383,0.693569967946568,A549
11039,GUSBP14,transcribed_pseudogene,PRJNA788896,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,N.A.,N.A.,2.58374747016984,-2.33838429909348,1.33966932489314,-1.74549364954668,0.080898976913608,1,sigmoid colon organoid
11039,GUSBP14,transcribed_pseudogene,PRJNA788896,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,N.A.,N.A.,2.58374747016984,-2.33838429909348,1.33966932489314,-1.74549364954668,0.080898976913608,1,sigmoid colon organoid
11039,GUSBP14,transcribed_pseudogene,PRJNA788896,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,N.A.,N.A.,2.58374747016984,-1.70116787244207,1.23824828693007,-1.37385037427324,0.169488138645894,0.848846219527959,sigmoid colon organoid
11039,GUSBP14,transcribed_pseudogene,PRJNA788896,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,N.A.,N.A.,2.58374747016984,-1.70116787244207,1.23824828693007,-1.37385037427324,0.169488138645894,0.848846219527959,sigmoid colon organoid
